Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,100.25,100.25,99.16999799999999,99.239998,89.365379,157800
2016-01-04,98.32,98.370003,97.099998,97.91999799999999,88.176727,732800
2016-01-05,98.019997,100.190002,98.019997,99.93,89.98673199999999,339400
2016-01-06,99.129997,99.690002,98.970001,99.57,89.662537,325800
2016-01-07,98.449997,98.980003,97.779999,97.839996,88.104683,254700
2016-01-08,98.349998,98.529999,96.58000200000001,96.68,87.060097,482600
2016-01-11,96.800003,97.940002,96.739998,97.360001,87.67244000000001,333000
2016-01-12,98.059998,98.059998,96.410004,96.860001,87.22219100000001,369500
2016-01-13,97.209999,98.050003,95.57,95.660004,86.141594,269700
2016-01-14,95.68,96.260002,94.870003,95.489998,85.988525,190200
2016-01-15,94.220001,95.279999,93.660004,94.959999,85.511253,230000
2016-01-19,95.459999,96.199997,94.879997,95.489998,85.988525,333200
2016-01-20,94.66999799999999,94.839996,90.900002,92.459999,83.260002,548400
2016-01-21,92.739998,94.279999,92.260002,93.040001,83.782303,230800
2016-01-22,93.970001,96.010002,93.970001,95.57,86.060539,299900
2016-01-25,95.199997,96.41999799999999,94.839996,95.089996,85.628311,155700
2016-01-26,95.5,96.900002,95.370003,96.889999,87.249214,161900
2016-01-27,96.610001,96.610001,94.190002,94.93,85.48423000000001,158400
2016-01-28,95.470001,96.019997,93.43,93.839996,84.50269300000001,239000
2016-01-29,94.339996,95.779999,93.650002,95.489998,85.988525,542800
2016-02-01,95.150002,96.559998,94.790001,95.690002,86.168625,249200
2016-02-02,95.309998,95.82,94.370003,94.91999799999999,85.47522,197600
2016-02-03,95.389999,95.75,94.300003,95.459999,85.96149399999999,273000
2016-02-04,95.190002,96.120003,94.400002,95.529999,86.024536,204000
2016-02-05,95.339996,95.339996,93.260002,93.389999,84.09745799999999,161000
2016-02-08,92.559998,92.900002,89.059998,90.489998,81.486023,233100
2016-02-09,89.5,89.690002,87.889999,88.58000200000001,79.766068,296100
2016-02-10,89.0,90.370003,88.980003,89.25,80.36940799999999,295100
2016-02-11,87.879997,88.620003,87.260002,88.050003,79.288811,189100
2016-02-12,88.529999,89.230003,88.0,89.010002,80.15328199999999,271600
2016-02-16,89.610001,90.559998,89.209999,90.510002,81.504044,187200
2016-02-17,90.910004,92.16999799999999,90.910004,91.339996,82.251442,200600
2016-02-18,91.230003,92.510002,90.959999,92.220001,83.04388399999999,153500
2016-02-19,91.790001,93.529999,91.639999,92.949997,83.70124799999999,165400
2016-02-22,93.57,94.470001,93.57,93.940002,84.59272800000001,127900
2016-02-23,93.93,94.66999799999999,93.540001,93.639999,84.322586,165000
2016-02-24,93.260002,93.779999,92.480003,93.360001,84.070442,267400
2016-02-25,93.5,95.290001,93.5,95.279999,85.7994,202300
2016-02-26,95.139999,95.400002,94.75,94.760002,85.331161,163600
2016-02-29,94.730003,95.660004,94.239998,94.379997,84.98895999999999,257100
2016-03-01,95.059998,97.16999799999999,95.010002,97.129997,87.465324,198700
2016-03-02,96.91999799999999,97.800003,96.779999,97.800003,88.068665,157100
2016-03-03,97.949997,98.120003,97.050003,98.120003,88.356804,151600
2016-03-04,98.040001,98.190002,97.349998,98.110001,88.347824,140000
2016-03-07,97.58000200000001,98.519997,97.400002,98.230003,88.45587900000001,187800
2016-03-08,98.360001,98.360001,97.309998,97.41999799999999,87.72647099999999,133100
2016-03-09,97.690002,98.559998,97.480003,97.949997,88.203735,88100
2016-03-10,98.650002,98.83000200000001,96.870003,97.790001,88.05965400000001,120900
2016-03-11,99.059998,100.230003,98.709999,100.230003,90.25685899999999,160100
2016-03-14,99.989998,100.300003,99.650002,100.209999,90.238861,238400
2016-03-15,99.68,100.589996,99.639999,100.410004,90.418961,231800
2016-03-16,100.089996,101.769997,99.760002,101.58000200000001,91.472549,206800
2016-03-17,101.760002,103.209999,101.290001,103.040001,92.78726999999999,359000
2016-03-18,103.339996,103.339996,102.410004,102.459999,92.264969,268900
2016-03-21,102.160004,102.550003,101.33000200000001,101.470001,91.373497,286800
2016-03-22,101.160004,101.800003,100.970001,101.43,91.337456,260000
2016-03-23,100.339996,100.440002,99.849998,99.91999799999999,90.95153,176600
2016-03-24,99.550003,99.949997,99.089996,99.839996,90.87870799999999,210300
2016-03-28,99.849998,101.089996,99.849998,100.849998,91.79804200000001,127700
2016-03-29,101.0,102.910004,100.75,102.910004,93.673149,154900
2016-03-30,103.25,103.25,102.449997,102.529999,93.327263,152700
2016-03-31,102.279999,103.260002,102.279999,103.160004,93.900719,201800
2016-04-01,102.800003,103.41999799999999,102.480003,103.239998,93.973541,229400
2016-04-04,103.349998,103.58000200000001,102.75,103.08000200000001,93.827896,192700
2016-04-05,102.739998,103.110001,102.230003,102.550003,93.345451,198300
2016-04-06,102.410004,102.809998,102.0,102.75,93.527512,143900
2016-04-07,102.449997,102.779999,101.720001,102.129997,92.96315799999999,112200
2016-04-08,102.559998,103.099998,102.449997,102.629997,93.41828199999999,160700
2016-04-11,102.760002,102.910004,102.209999,102.25,93.072395,207300
2016-04-12,102.349998,103.269997,102.190002,102.959999,93.718666,148900
2016-04-13,103.33000200000001,103.33000200000001,101.970001,102.279999,93.099686,190800
2016-04-14,102.209999,102.279999,101.360001,101.510002,92.398811,133400
2016-04-15,101.809998,102.559998,101.41999799999999,102.290001,93.10880300000001,143800
2016-04-18,102.199997,102.940002,101.959999,102.940002,93.700447,158700
2016-04-19,103.190002,103.190002,102.470001,102.879997,93.645859,146400
2016-04-20,102.75,103.029999,100.980003,101.150002,92.07112099999999,116100
2016-04-21,101.059998,101.269997,99.0,99.339996,90.423569,208500
2016-04-22,99.720001,100.610001,99.5,100.389999,91.379333,136300
2016-04-25,100.019997,101.33000200000001,100.019997,101.33000200000001,92.234962,97700
2016-04-26,101.739998,102.260002,101.16999799999999,101.519997,92.40790600000001,168200
2016-04-27,101.5,101.5,100.129997,101.260002,92.171249,135100
2016-04-28,100.650002,101.660004,100.440002,100.91999799999999,91.861778,221200
2016-04-29,100.449997,100.540001,99.08000200000001,100.07,91.08805100000001,424300
2016-05-02,100.199997,101.879997,100.199997,101.610001,92.489822,271600
2016-05-03,101.410004,101.949997,100.959999,101.879997,92.735603,134500
2016-05-04,101.239998,103.58000200000001,101.050003,103.449997,94.164688,452900
2016-05-05,103.059998,103.870003,103.059998,103.699997,94.39224200000001,146000
2016-05-06,103.68,104.720001,103.08000200000001,104.68,95.284279,217200
2016-05-09,104.940002,105.980003,104.940002,105.83000200000001,96.331085,159000
2016-05-10,106.16999799999999,106.220001,105.480003,105.949997,96.440292,162300
2016-05-11,105.82,105.82,103.059998,103.440002,94.155586,331000
2016-05-12,103.470001,104.519997,102.620003,104.18,94.829155,310000
2016-05-13,103.940002,103.940002,102.589996,103.129997,93.873421,274400
2016-05-16,103.050003,104.519997,103.050003,104.199997,94.84736600000001,191900
2016-05-17,103.940002,103.940002,101.82,102.279999,93.099686,248100
2016-05-18,102.120003,102.120003,99.550003,100.66999799999999,91.634209,195600
2016-05-19,99.980003,100.25,98.980003,99.610001,90.66933399999999,234700
2016-05-20,100.0,100.519997,99.83000200000001,100.389999,91.379333,177900
2016-05-23,100.480003,100.809998,100.18,100.43,91.415741,120500
2016-05-24,100.93,101.839996,100.769997,101.519997,92.40790600000001,203800
2016-05-25,101.980003,101.980003,100.610001,101.559998,92.44433599999999,165500
2016-05-26,101.550003,102.07,101.220001,101.760002,92.626366,248700
2016-05-27,101.910004,102.75,101.849998,102.190002,93.01778399999999,152400
2016-05-31,102.379997,102.660004,101.57,102.220001,93.045082,139100
2016-06-01,101.91999799999999,102.32,101.510002,102.059998,92.899452,351800
2016-06-02,102.150002,102.550003,101.389999,102.550003,93.345451,233400
2016-06-03,103.139999,103.519997,102.300003,102.809998,93.58213,171000
2016-06-06,102.83000200000001,102.970001,101.349998,101.980003,92.82663000000001,221100
2016-06-07,102.129997,102.889999,101.980003,102.510002,93.30905200000001,108600
2016-06-08,102.260002,103.089996,102.120003,102.959999,93.718666,131000
2016-06-09,102.889999,103.410004,102.650002,103.190002,93.928009,121500
2016-06-10,102.739998,103.150002,102.510002,102.779999,93.554817,86000
2016-06-13,102.940002,103.650002,102.83000200000001,102.959999,93.718666,194300
2016-06-14,102.940002,103.239998,102.43,102.690002,93.47290799999999,109100
2016-06-15,102.800003,104.150002,102.800003,103.769997,94.455963,174500
2016-06-16,103.739998,104.529999,103.239998,104.519997,95.138649,220400
2016-06-17,104.440002,104.440002,103.410004,104.260002,94.901978,88000
2016-06-20,104.739998,105.589996,104.139999,104.239998,94.88376600000001,149000
